company,ticker,Sector,Industry,revenue,gp,fcf,capex
SAR - SARATOGA INVESTMENT CORP,SAR,Financial Services,Asset Management,36340345,29239665,-18552415,0
SBEV - SPLASH BEVERAGE GROUP INC,SBEV,Consumer Defensive,Beverages - Wineries & Distilleries,5144069,1296867,-1981674,0
SCM - STELLUS CAPITAL INVESTMENT CORP,SCM,Financial Services,Asset Management,27165026,20526705,-10474292,0
SCPH - SCPHARMACEUTICALS INC,SCPH,Healthcare,Biotechnology,3796000,2717000,-13451000,0
SCYX - SCYNEXIS INC,SCYX,Healthcare,Drug Manufacturers - Specialty & Generic,1761000,1382000,12419000,0
SE - SEA LTD,SE,Consumer Cyclical,Internet Retail,3310168000,1441292000,599839000,0
SEEL - SEELOS THERAPEUTICS INC,SEEL,Healthcare,Biotechnology,406000,406000,-5749000,0
SGMT - SAGIMET BIOSCIENCES INC,SGMT,Healthcare,Biotechnology,2000000,2000000,-3879000,0
SHFS - SHF HOLDINGS INC,SHFS,Financial Services,Banks - Regional,4332974,1813309,720331,0
SIGA - SIGA TECHNOLOGIES INC,SIGA,Healthcare,Drug Manufacturers - Specialty & Generic,9235171,8338634,-5099370,0
SILO - SILO PHARMA INC,SILO,Healthcare,Biotechnology,18025,16566,-1071832,0
SLM - SLM CORP,SLM,Financial Services,Credit Services,210843000,210843000,-59350000,0
SLRC - SLR INVESTMENT CORP,SLRC,Financial Services,Asset Management,59641000,45969000,39367000,0
SMFL - SMART FOR LIFE INC,SMFL,Consumer Defensive,Packaged Foods,2750305,1061686,-563134,0
SNAL - SNAIL INC,SNAL,Communication Services,Electronic Gaming & Multimedia,8981135,-481951,-1922193,0
SNGX - SOLIGENIX INC,SNGX,Healthcare,Biotechnology,130440,19999,-2686316,0
SOBR - SOBR SAFE INC,SOBR,Technology,Scientific & Technical Instruments,36274,16079,-1442376,0
SOL - EMEREN GROUP LTD,SOL,Technology,Solar,13948000,5685000,-4644000,0
SONN - SONNET BIOTHERAPEUTICS HOLDINGS INC,SONN,Healthcare,Biotechnology,18626,18626,-3091737,0
SPNT - SIRIUSPOINT LTD,SPNT,Financial Services,Insurance - Reinsurance,702600000,329500000,161600000,0
SPRO - SPERO THERAPEUTICS INC,SPRO,Healthcare,Biotechnology,25473000,25473000,15915000,0
SRG - SERITAGE GROWTH PROPERTIES,SRG,Real Estate,REIT - Retail,5048000,-720000,-10494000,0
SSSS - SURO CAPITAL CORP,SSSS,Financial Services,Asset Management,1465746,1465746,49639235,0
SURG - SURGEPAYS INC,SURG,Technology,Software - Application,34160834,10480587,8105638,0
SYBX - SYNLOGIC INC,SYBX,Healthcare,Biotechnology,393000,393000,-12955000,0
SYF - SYNCHRONY FINANCIAL,SYF,Financial Services,Credit Services,1855000000,1855000000,2317000000,0
SYRA - SYRA HEALTH CORP,SYRA,Healthcare,Medical Care Facilities,1581344,554541,-369263,0
SYRS - SYROS PHARMACEUTICALS INC,SYRS,Healthcare,Biotechnology,3762000,3762000,-31858000,0
TAL - TAL EDUCATION GROUP,TAL,Consumer Defensive,Education & Training Services,373506000,200326000,247123000,0
TCPC - BLACKROCK TCP CAPITAL CORP,TCPC,Financial Services,Asset Management,54210941,42108221,46559666,0
TFC - TRUIST FINANCIAL CORP,TFC,Financial Services,Banks - Regional,5175000000,5175000000,2407000000,0
TGTX - TG THERAPEUTICS INC,TGTX,Healthcare,Biotechnology,165815000,162306000,83704000,0
THCH - TH INTERNATIONAL LTD,THCH,Consumer Cyclical,Restaurants,60027785,-857634.1128,-4187895.461,0
TIVC - TIVIC HEALTH SYSTEMS INC,TIVC,Healthcare,Medical Devices,282000,108000,-1871000,0
TLPH - TALPHERA INC,TLPH,Healthcare,Drug Manufacturers - Specialty & Generic,117000,117000,-2960000,0
TME - TENCENT MUSIC ENTERTAINMENT GROUP,TME,Communication Services,Internet Content & Information,903576341,322145804.7,198211829.4,0
TOMZ - TOMI ENVIRONMENTAL SOLUTIONS INC,TOMZ,Industrials,Pollution & Treatment Controls,1470019,808932,-163391,0
TPHS - TRINITY PLACE HOLDINGS INC,TPHS,Real Estate,Real Estate - Development,10651000,-582000,-2845000,0
TPVG - TRIPLEPOINT VENTURE GROWTH BDC CORP,TPVG,Financial Services,Asset Management,35738000,31142000,70523000,0
TRV - TRAVELERS COMPANIES INC,TRV,Financial Services,Insurance - Property & Casualty,10927000000,5047000000,2104000000,0
TRVN - TREVENA INC,TRVN,Healthcare,Biotechnology,180000,5000,-8926000,0
TSHA - TAYSHA GENE THERAPIES INC,TSHA,Healthcare,Biotechnology,4746000,4746000,-17949000,0
TSLX - SIXTH STREET SPECIALTY LENDING INC,TSLX,Financial Services,Asset Management,119541000,97651000,-86868000,0
TSRI - TSR INC,TSRI,Technology,Software - Application,21657477,3818062,1140249,0
TTNP - TITAN PHARMACEUTICALS INC,TTNP,Healthcare,Biotechnology,4000,4000,-1835000,0
TUYA - TUYA INC,TUYA,Technology,Software - Infrastructure,61090000,28523000,16070000,0
TWO - TWO HARBORS INVESTMENT CORP,TWO,Real Estate,REIT - Mortgage,446547000,446547000,122335000,0
TXMD - THERAPEUTICSMD INC,TXMD,Healthcare,Drug Manufacturers - Specialty & Generic,-53000,-53000,-2455000,0
UCL - UCLOUDLINK GROUP INC,UCL,Communication Services,Telecom Services,7232000,11562000,2765000,0
UROY - URANIUM ROYALTY CORP,UROY,Energy,Uranium,11181022,3112408.759,-12043065.69,0
USB - US BANCORP,USB,Financial Services,Banks - Regional,6485000000,6485000000,3873000000,0
UUU - UNIVERSAL SECURITY INSTRUMENTS INC,UUU,Industrials,Security & Protection Services,3717455,1308178,472153,0
VALU - VALUE LINE INC,VALU,Financial Services,Financial Data & Stock Exchanges,9610000,8130000,705000,0
VBNK - VERSABANK,VBNK,Financial Services,Banks - Regional,21294161,21294160.58,69391970.8,0
VERY - VERICITY INC,VERY,Financial Services,Insurance - Life,43661000,20451000,3686000,0
VHC - VIRNETX HOLDING CORP,VHC,Technology,Software - Infrastructure,3000,3000,-3291000,0
VINE - FRESH VINE WINE INC,VINE,Consumer Defensive,Beverages - Wineries & Distilleries,847959,-41885,-366783,0
VOYA - VOYA FINANCIAL INC,VOYA,Financial Services,Financial Conglomerates,1823000000,1024000000,403000000,0
VS - VERSUS SYSTEMS INC,VS,Technology,Software - Application,22950,22950,-844917,0
VYNE - VYNE THERAPEUTICS INC,VYNE,Healthcare,Biotechnology,114000,114000,-5152000,0
WAVD - WAVEDANCER INC,WAVD,Technology,Information Technology Services,1967277,649812,-559900,0
WETG - WETRADE GROUP INC,WETG,Technology,Software - Application,1633836,1235299,-13770256,0
WFC - WELLS FARGO & COMPANY,WFC,Financial Services,Banks - Diversified,20857000000,20857000000,15505000000,0
WHF - WHITEHORSE FINANCE INC,WHF,Financial Services,Asset Management,25868000,11933000,42288000,0
WISH - CONTEXTLOGIC INC,WISH,Consumer Cyclical,Internet Retail,60000000,14000000,-86000000,0
WORX - SCWORX CORP,WORX,Healthcare,Health Information Services,906099,239291,-372807,0
WTM - WHITE MOUNTAINS INSURANCE GROUP LTD,WTM,Financial Services,Insurance - Property & Casualty,519600000,245800000,222900000,0
XBIO - XENETIC BIOSCIENCES INC,XBIO,Healthcare,Biotechnology,611174,611174,-949634,0
YI - 111 INC,YI,Healthcare,Medical Distribution,504160248,26220632.74,4842916.094,0
YMAB - Y-MABS THERAPEUTICS INC,YMAB,Healthcare,Biotechnology,20454000,17809000,-1338000,0
YTRA - YATRA ONLINE INC,YTRA,Consumer Cyclical,Travel Services,13367556,10078362.78,-13547577.83,0
ZTO - ZTO EXPRESS (CAYMAN) INC,ZTO,Industrials,Integrated Freight & Logistics,1248406878,372275653.4,404140852.8,0
AACG - ATA CREATIVITY GLOBAL,AACG,Consumer Defensive,Education & Training Services,8177456,4019925.309,0,0
ALAR - ALARUM TECHNOLOGIES LTD,ALAR,Technology,Software - Infrastructure,6750000,5207000,0,0
AONC - AMERICAN ONCOLOGY NETWORK INC,AONC,Healthcare,Medical Care Facilities,336305000,25411000,0,0
ARBK - ARGO BLOCKCHAIN PLC,ARBK,Financial Services,Capital Markets,12538554,-6239759.036,0,0
ASX - ASE TECHNOLOGY HOLDING CO LTD,ASX,Technology,Semiconductors,5225545070,838301334.2,0,0
ATHM - AUTOHOME INC,ATHM,Communication Services,Internet Content & Information,262177579,210794910.6,0,0
BCS - BARCLAYS PLC,BCS,Financial Services,Banks - Diversified,7539759036,7539759036,0,0
BHF - BRIGHTHOUSE FINANCIAL INC,BHF,Financial Services,Insurance - Life,1170000000,1218000000,0,0
BILI - BILIBILI INC,BILI,Communication Services,Electronic Gaming & Multimedia,798498074,199507152.7,0,0
BLNK - BLINK CHARGING CO,BLNK,Industrials,Engineering & Construction,43377000,12785000,0,0
BOSC - BOS BETTER ONLINE SOLUTIONS LTD,BOSC,Technology,Communication Equipment,9815000,2050000,0,0
BTCM - BIT MINING LTD,BTCM,Technology,Information Technology Services,77017000,1174000,0,0
BTDR - BITDEER TECHNOLOGIES GROUP,BTDR,Technology,Software - Application,87303000,21116000,0,0
BZUN - BAOZUN INC,BZUN,Consumer Cyclical,Internet Retail,250844842,183285006.9,0,0
CAMT - CAMTEK LTD,CAMT,Technology,Semiconductor Equipment & Materials,80470000,39008000,0,0
CAN - CANAAN INC,CAN,Technology,Computer Hardware,33319000,-69090000,0,0
CANG - CANGO INC,CANG,Consumer Cyclical,Auto & Truck Dealerships,48643483,6740023.659,0,0
CASI - CASI PHARMACEUTICALS INC,CASI,Healthcare,Biotechnology,8838000,5190000,0,0
CCG - CHECHE GROUP INC,CCG,Communication Services,Internet Content & Information,113241953,5293947.73,0,0
CMRE - COSTAMARE INC,CMRE,Industrials,Marine Shipping,494847000,170877000,0,0
CNF - CNFINANCE HOLDINGS LTD,CNF,Financial Services,Mortgage Finance,23846080,23846079.78,0,0
COE - 51TALK ONLINE EDUCATION GROUP,COE,Consumer Defensive,Education & Training Services,7828000,5970000,0,0
DADA - DADA NEXUS LTD,DADA,Consumer Cyclical,Internet Retail,394299037,125255020.6,0,0
DAO - YOUDAO INC,DAO,Consumer Defensive,Education & Training Services,211662036,118244291.6,0,0
DOYU - DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,Communication Services,Internet Content & Information,186958597,26467400.28,0,0
DSX - DIANA SHIPPING INC,DSX,Industrials,Marine Shipping,62062000,37929000,0,0
ECX - ECARX HOLDINGS INC,ECX,Consumer Cyclical,Auto Parts,1080000000,330900000,0,0
EH - EHANG HOLDINGS LTD,EH,Industrials,Aerospace & Defense,3936039,2541815.681,0,0
EM - SMART SHARE GLOBAL LTD,EM,Consumer Cyclical,Personal Services,84383219,54834800.55,0,0
ESBA - EMPIRE STATE REALTY OP LP,ESBA,Real Estate,REIT - Office,191526000,104893000,0,0
FENG - PHOENIX NEW MEDIA LTD,FENG,Communication Services,Internet Content & Information,21129023,7202063.274,0,0
FHN - FIRST HORIZON CORP,FHN,Financial Services,Banks - Regional,668000000,668000000,0,0
FORTY - FORMULA SYSTEMS (1985) LTD,FORTY,Technology,Information Technology Services,654839000,159617000,0,0
FUTU - FUTU HOLDINGS LTD,FUTU,Financial Services,Capital Markets,338494891,282633205.6,0,0
GIGM - GIGAMEDIA LTD,GIGM,Communication Services,Electronic Gaming & Multimedia,1071363,582698,0,0
GOTU - GAOTU TECHEDU INC,GOTU,Consumer Defensive,Education & Training Services,108585007,78581430.54,0,0
GRRR - GORILLA TECHNOLOGY GROUP INC,GRRR,Technology,Software - Infrastructure,31534121,25844018,0,0
GRVY - GRAVITY CO LTD,GRVY,Communication Services,Electronic Gaming & Multimedia,130207717,43103932.58,0,0
HSAI - HESAI GROUP,HSAI,Consumer Cyclical,Auto Parts,61287758,18725309.49,0,0
HUIZ - HUIZE HOLDING LTD,HUIZ,Financial Services,Insurance Brokers,292444000,103129000,0,0
HUYA - HUYA INC,HUYA,Communication Services,Entertainment,226656671,31395598.35,0,0
ICG - INTCHAINS GROUP LTD,ICG,Technology,Semiconductors,6842000,-8212000,0,0
IGIC - INTERNATIONAL GENERAL INSURANCE HOLDINGS LTD,IGIC,Financial Services,Insurance - Diversified,101300000,60700000,0,0
IH - IHUMAN INC,IH,Consumer Defensive,Education & Training Services,35969188,25670563.96,0,0
IREN - IRIS ENERGY LTD,IREN,Financial Services,Capital Markets,28961905,17570068.03,0,0
JFIN - JIAYIN GROUP INC,JFIN,Communication Services,Internet Content & Information,201697937,126835350.8,0,0
JG - AURORA MOBILE LTD,JG,Technology,Software - Infrastructure,10186795,7194222.834,0,0
JKS - JINKOSOLAR HOLDING CO LTD,JKS,Technology,Solar,4378852545,843632874.8,0,0
JT - JIANPU TECHNOLOGY INC,JT,Financial Services,Credit Services,35156946,10090646.49,0,0
KRKR - 36KR HOLDINGS INC,KRKR,Communication Services,Internet Content & Information,13337827,7514030.261,0,0
LITB - LIGHTINTHEBOX HOLDING CO LTD,LITB,Consumer Cyclical,Internet Retail,154324000,91855000,0,0
LX - LEXINFINTECH HOLDINGS LTD,LX,Financial Services,Credit Services,482659560,186567125.2,0,0
MARPS - MARINE PETROLEUM TRUST,MARPS,Energy,Oil & Gas Midstream,262914,262914,0,0
MLCO - MELCO RESORTS & ENTERTAINMENT LTD,MLCO,Consumer Cyclical,Resorts & Casinos,1017215000,384538000,0,0
MNSO - MINISO GROUP HOLDING LTD,MNSO,Consumer Cyclical,Specialty Retail,521479230,217840165.1,0,0
MNY - MONEYHERO LTD,MNY,Communication Services,Internet Content & Information,20250000,9047000,0,0
MSC - STUDIO CITY INTERNATIONAL HOLDINGS LTD,MSC,Consumer Cyclical,Resorts & Casinos,137586000,86214000,0,0
NAAS - NAAS TECHNOLOGY INC,NAAS,Consumer Cyclical,Specialty Retail,23513618,6441403.026,0,0
NIO - NIO INC,NIO,Consumer Cyclical,Auto Manufacturers,2622634250,209535488.3,0,0
NIU - NIU TECHNOLOGIES,NIU,Consumer Cyclical,Auto Manufacturers,127513429,27228499.45,0,0
NOAH - NOAH HOLDINGS LTD,NOAH,Financial Services,Asset Management,103157909,48027922.97,0,0
NWG - NATWEST GROUP PLC,NWG,Financial Services,Banks - Regional,4477215190,4477215190,0,0
OP - OCEANPAL INC,OP,Industrials,Marine Shipping,3866000,6000,0,0
OXY - OCCIDENTAL PETROLEUM CORP,OXY,Energy,Oil & Gas E&P,7529000000,2546000000,0,0
PBT - PERMIAN BASIN ROYALTY TRUST,PBT,Energy,Oil & Gas Midstream,3341550,3341550,0,0
PERF - PERFECT CORP,PERF,Technology,Software - Application,14549000,11820000,0,0
PRE - PRENETICS GLOBAL LTD,PRE,Healthcare,Diagnostics & Research,4865522,1623526,0,0
QD - QUDIAN INC,QD,Financial Services,Credit Services,4071252,-2294497.937,0,0
QSG - QUANTASING GROUP LTD,QSG,Consumer Defensive,Education & Training Services,869136000,750944000,0,0
RDCM - RADCOM LTD,RDCM,Communication Services,Telecom Services,14010000,10575000,0,0
RERE - ATRENEW INC,RERE,Consumer Cyclical,Internet Retail,447972077,88822420.91,0,0
SDHC - SMITH DOUGLAS HOMES CORP,SDHC,Real Estate,Real Estate - Development,244925000,67224000,0,0
SGHC - SUPER GROUP (SGHC) LTD,SGHC,Consumer Cyclical,Gambling,379668085,91541489.36,0,0
SIFY - SIFY TECHNOLOGIES LTD,SIFY,Communication Services,Telecom Services,105777067,39488497.17,0,0
SILC - SILICOM LTD,SILC,Technology,Communication Equipment,18763000,-4494000,0,0
SJ - SCIENJOY HOLDING CORP,SJ,Communication Services,Broadcasting,50773453,6606602.476,0,0
SLGL - SOL-GEL TECHNOLOGIES LTD,SLGL,Healthcare,Biotechnology,213000,213000,0,0
SNT - SENSTAR TECHNOLOGIES LTD,SNT,Industrials,Security & Protection Services,8969000,5071000,0,0
SOHU - SOHUCOM LTD,SOHU,Communication Services,Electronic Gaming & Multimedia,145430000,110959000,0,0
STG - SUNLANDS TECHNOLOGY GROUP,STG,Consumer Defensive,Education & Training Services,72163824,63342503.44,0,0
SUI - SUN COMMUNITIES INC,SUI,Real Estate,REIT - Residential,983200000,499200000,0,0
SY - SO-YOUNG INTERNATIONAL INC,SY,Healthcare,Health Information Services,52997799,33382530.95,0,0
TCOM - TRIPCOM GROUP LTD,TCOM,Consumer Cyclical,Travel Services,1889958735,1550618982,0,0
TIGR - UP FINTECH HOLDING LTD,TIGR,Financial Services,Capital Markets,58015597,29666817,0,0
TOUR - TUNIU CORP,TOUR,Consumer Cyclical,Travel Services,24510454,15786382.39,0,0
TRIB - TRINITY BIOTECH PLC,TRIB,Healthcare,Diagnostics & Research,14677000,4280000,0,0
UXIN - UXIN LTD,UXIN,Consumer Cyclical,Auto & Truck Dealerships,48977579,3030811.554,0,0
VIPS - VIPSHOP HOLDINGS LTD,VIPS,Consumer Cyclical,Internet Retail,3131480193,740237964.2,0,0
WAVE - ECO WAVE POWER GLOBAL AB (PUBL),WAVE,Utilities,Utilities - Renewable,27000,8000,0,0
WB - WEIBO CORP,WB,Communication Services,Internet Content & Information,442151000,348153000,0,0
WDH - WATERDROP INC,WDH,Financial Services,Insurance - Diversified,94426135,51471801.93,0,0
WIT - WIPRO LTD,WIT,Technology,Information Technology Services,2709168572,704848995.3,0,0
XNET - XUNLEI LTD,XNET,Communication Services,Advertising Agencies,83949000,37540000,0,0
XPEV - XPENG INC,XPEV,Consumer Cyclical,Auto Manufacturers,1173249106,-31355983.49,0,0
XYF - X FINANCIAL,XYF,Financial Services,Credit Services,192140853,192140852.8,0,0
YALA - YALLA GROUP LTD,YALA,Technology,Software - Application,85187360,57415134,0,0
YJ - YUNJI INC,YJ,Consumer Cyclical,Internet Retail,19970977,9122558.459,0,0
YMM - FULL TRUCK ALLIANCE CO LTD,YMM,Technology,Software - Application,311405365,153929023.4,0,0
YQ - 17 EDUCATION & TECHNOLOGY GROUP INC,YQ,Consumer Defensive,Education & Training Services,6203164,3354745.53,0,0
YRD - YIREN DIGITAL LTD,YRD,Financial Services,Credit Services,180299037,146549381,0,0
YS - YS BIOPHARMA CO LTD,YS,Healthcare,Biotechnology,96818454,79311312,0,0
YSG - YATSEN HOLDING LTD,YSG,Consumer Defensive,Household & Personal Products,98779230,70536451.17,0,0
YY - JOYY INC,YY,Communication Services,Internet Content & Information,567069000,209155000,0,0
ZEPP - ZEPP HEALTH CORP,ZEPP,Technology,Consumer Electronics,82819670,28070976.62,0,0
ZH - ZHIHU INC,ZH,Communication Services,Internet Content & Information,140600138,75440302.61,0,0
ADN - ADVENT TECHNOLOGIES HOLDINGS INC,ADN,Utilities,Utilities - Renewable,1264000,-1192000,-8358000,-919000
AEE - AMEREN CORP,AEE,Utilities,Utilities - Regulated Electric,2060000000,983000000,158000000,-762000000
AEP - AMERICAN ELECTRIC POWER CO INC,AEP,Utilities,Utilities - Regulated Electric,5341700000,2145600000,68400000,-1725700000
AES - AES CORP,AES,Utilities,Utilities - Diversified,3434000000,918000000,-777000000,-1899000000
AGR - AVANGRID INC,AGR,Utilities,Utilities - Regulated Electric,1974000000,392000000,-361000000,-388000000
ALE - ALLETE INC,ALE,Utilities,Utilities - Diversified,378800000,99100000,124800000,-63600000
AMPS - ALTUS POWER INC,AMPS,Utilities,Utilities - Renewable,45079000,37254000,-1407000,-25012000
AQN - ALGONQUIN POWER & UTILITIES CORP,AQN,Utilities,Utilities - Renewable,624738000,263123000,-146462000,-279089000
ARIS - ARIS WATER SOLUTIONS INC,ARIS,Utilities,Utilities - Regulated Water,99789000,35657000,20534000,-35524000
ARTNA - ARTESIAN RESOURCES CORP,ARTNA,Utilities,Utilities - Regulated Water,26570000,12354000,-8373000,-16512000
ATO - ATMOS ENERGY CORP,ATO,Utilities,Utilities - Regulated Gas,1158467000,819598000,-524370000,-769650000
AVA - AVISTA CORP,AVA,Utilities,Utilities - Diversified,379626000,207416000,-8786000,-132531000
AWK - AMERICAN WATER WORKS COMPANY INC,AWK,Utilities,Utilities - Regulated Water,1032000000,560000000,-315000000,-842000000
AWR - AMERICAN STATES WATER CO,AWR,Utilities,Utilities - Regulated Water,151696000,94533000,-8728000,-47482000
AY - ATLANTICA SUSTAINABLE INFRASTRUCTURE PLC,AY,Utilities,Utilities - Renewable,303964000,277448000,170285000,-24867000
BEP - BROOKFIELD RENEWABLE PARTNERS LP,BEP,Utilities,Utilities - Renewable,1179000000,683000000,-241000000,-604000000
BEPC - BROOKFIELD RENEWABLE CORP,BEPC,Utilities,Utilities - Renewable,1029000000,641000000,209000000,-79000000
BIP - BROOKFIELD INFRASTRUCTURE PARTNERS LP,BIP,Utilities,Utilities - Diversified,4487000000,1103000000,484000000,-616000000
BIPC - BROOKFIELD INFRASTRUCTURE CORP,BIPC,Utilities,Utilities - Regulated Gas,551000000,405000000,72000000,-122000000
BKH - BLACK HILLS CORP,BKH,Utilities,Utilities - Diversified,591732000,202095000,54518000,-133830000
CDZI - CADIZ INC,CDZI,Utilities,Utilities - Regulated Water,368000,-324000,-6133000,-602000
CEG - CONSTELLATION ENERGY CORP,CEG,Utilities,Utilities - Renewable,6111000000,1243000000,-1392000000,-399000000
CMS - CMS ENERGY CORP,CMS,Utilities,Utilities - Regulated Electric,1950000000,833000000,-203000000,-608000000
CNP - CENTERPOINT ENERGY INC,CNP,Utilities,Utilities - Regulated Electric,1860000000,892000000,-477000000,-1064000000
CPK - CHESAPEAKE UTILITIES CORP,CPK,Utilities,Utilities - Regulated Gas,131547000,48111000,-12438000,-46802000
CWCO - CONSOLIDATED WATER CO LTD,CWCO,Utilities,Utilities - Regulated Water,49854075,16614428,2408346,-1013729
CWEN - CLEARWAY ENERGY INC,CWEN,Utilities,Utilities - Renewable,371000000,237000000,253000000,-34000000
CWT - CALIFORNIA WATER SERVICE GROUP,CWT,Utilities,Utilities - Regulated Water,254976000,111536000,9047000,-96940000
D - DOMINION ENERGY INC,D,Utilities,Utilities - Regulated Electric,3810000000,1692000000,-326000000,-2318000000
DTE - DTE ENERGY CO,DTE,Utilities,Utilities - Regulated Electric,3394000000,1216000000,-273000000,-1118000000
DUK - DUKE ENERGY CORP,DUK,Utilities,Utilities - Regulated Electric,7994000000,3544000000,479000000,-3045000000
ED - CONSOLIDATED EDISON INC,ED,Utilities,Utilities - Regulated Electric,3444000000,1738000000,-233000000,-1208000000
EIX - EDISON INTERNATIONAL,EIX,Utilities,Utilities - Regulated Electric,4702000000,1832000000,554000000,-1280000000
ELLO - ELLOMAY CAPITAL LTD,ELLO,Utilities,Utilities - Renewable,16642553,6340425.532,-13294680.85,-25547872.34
ENLT - ENLIGHT RENEWABLE ENERGY LTD,ENLT,Utilities,Utilities - Renewable,58319000,28530000,-191068000,-235157000
ES - EVERSOURCE ENERGY,ES,Utilities,Utilities - Regulated Electric,2694238000,1010399000,-734224000,-1211232000
ETR - ENTERGY CORP,ETR,Utilities,Utilities - Regulated Electric,3595522000,1590181000,276354000,-1128667000
EVRG - EVERGY INC,EVRG,Utilities,Utilities - Regulated Electric,1669300000,862300000,282800000,-553700000
EXC - EXELON CORP,EXC,Utilities,Utilities - Regulated Electric,5980000000,2013000000,-324000000,-1855000000
FE - FIRSTENERGY CORP,FE,Utilities,Utilities - Regulated Electric,3146000000,1216000000,-132000000,-1090000000
FLNC - FLUENCE ENERGY INC,FLNC,Utilities,Utilities - Renewable,363956000,36386000,16767000,-2596000
FTS - FORTIS INC,FTS,Utilities,Utilities - Regulated Electric,2169172932,927067669.2,-282706766.9,-843609022.6
GNE - GENIE ENERGY LTD,GNE,Utilities,Utilities - Regulated Electric,125049000,41082000,31465000,-317000
GWRS - GLOBAL WATER RESOURCES INC,GWRS,Utilities,Utilities - Regulated Water,14532000,10945000,5122000,-4885000
HE - HAWAIIAN ELECTRIC INDUSTRIES INC,HE,Utilities,Utilities - Regulated Electric,901873000,89829000,-2968000,-106489000
IDA - IDACORP INC,IDA,Utilities,Utilities - Regulated Electric,411953000,114777000,-78930000,-183926000
KEN - KENON HOLDINGS LTD,KEN,Utilities,Utilities - Independent Power Producers,229000000,53000000,16000000,-60000000
LNT - ALLIANT ENERGY CORP,LNT,Utilities,Utilities - Regulated Electric,961000000,356000000,-285000000,-530000000
MGEE - MGE ENERGY INC,MGEE,Utilities,Utilities - Regulated Electric,160528000,69033000,24450000,-42597000
MNTK - MONTAUK RENEWABLES INC,MNTK,Utilities,Utilities - Diversified,55688000,30026000,-2308000,-15818000
MSEX - MIDDLESEX WATER CO,MSEX,Utilities,Utilities - Regulated Water,46715000,19198000,-11740000,-22439000
NEE - NEXTERA ENERGY INC,NEE,Utilities,Utilities - Regulated Electric,6878000000,4411000000,784000000,-2094000000
NEP - NEXTERA ENERGY PARTNERS LP,NEP,Utilities,Utilities - Renewable,367000000,218000000,171000000,-85000000
NFE - NEW FORTRESS ENERGY INC,NFE,Utilities,Utilities - Regulated Gas,514462000,310929000,-692656000,-725963000
NI - NISOURCE INC,NI,Utilities,Utilities - Regulated Gas,1027400000,846100000,-378800000,-723700000
NJR - NEW JERSEY RESOURCES CORP,NJR,Utilities,Utilities - Regulated Gas,467210000,195295000,-59230000,-105645000
NRG - NRG ENERGY INC,NRG,Utilities,Utilities - Independent Power Producers,7946000000,1525000000,397000000,-169000000
NRGV - ENERGY VAULT HOLDINGS INC,NRGV,Utilities,Utilities - Renewable,172205000,7148000,-32591000,-8365000
NWE - NORTHWESTERN ENERGY GROUP INC,NWE,Utilities,Utilities - Diversified,356009000,257760000,-97410000,-159719000
NWN - NORTHWEST NATURAL HOLDING CO,NWN,Utilities,Utilities - Regulated Gas,141479000,25252000,-94235000,-97884000
OGE - OGE ENERGY CORP,OGE,Utilities,Utilities - Regulated Electric,945400000,611600000,93000000,-299000000
OGS - ONE GAS INC,OGS,Utilities,Utilities - Regulated Gas,335816000,264906000,-74325000,-168107000
OPAL - OPAL FUELS INC,OPAL,Utilities,Utilities - Regulated Gas,71101000,19206000,-23200000,-20241000
ORA - ORMAT TECHNOLOGIES INC,ORA,Utilities,Utilities - Renewable,208056000,60003000,-142327000,-182078000
OTTR - OTTER TAIL CORP,OTTR,Utilities,Utilities - Diversified,314313000,116628000,28719000,-57285000
PCG - PG&E CORP,PCG,Utilities,Utilities - Regulated Electric,5888000000,1745000000,-611000000,-2421000000
PCYO - PURE CYCLE CORP,PCYO,Utilities,Utilities - Regulated Water,5386000,3342000,-3450000,-2222000
PEG - PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,Utilities,Utilities - Regulated Electric,2456000000,833000000,-229000000,-916000000
PNM - PNM RESOURCES INC,PNM,Utilities,Utilities - Regulated Electric,505851000,252718000,-100767000,-270928000
PNW - PINNACLE WEST CAPITAL CORP,PNW,Utilities,Utilities - Regulated Electric,1637759000,720051000,52596000,-343690000
POR - PORTLAND GENERAL ELECTRIC CO,POR,Utilities,Utilities - Regulated Electric,802000000,290000000,-170000000,-358000000
PPL - PPL CORP,PPL,Utilities,Utilities - Regulated Electric,2031000000,390000000,-564000000,-1733000000
RGCO - RGC RESOURCES INC,RGCO,Utilities,Utilities - Regulated Gas,24419352,14317186,-5864642,-5300295
RNW - RENEW ENERGY GLOBAL PLC,RNW,Utilities,Utilities - Renewable,344507280,330453615.7,-262940681,-490662976.8
SJW - SJW GROUP,SJW,Utilities,Utilities - Regulated Water,204843000,106949000,-47250000,-109189000
SO - SOUTHERN CO,SO,Utilities,Utilities - Regulated Electric,6045000000,2139000000,-944000000,-2757000000
SPH - SUBURBAN PROPANE PARTNERS LP,SPH,Utilities,Utilities - Regulated Gas,365834000,90711000,-23439000,-10664000
SR - SPIRE INC,SR,Utilities,Utilities - Regulated Gas,756600000,206200000,-156500000,-226500000
SRE - SEMPRA,SRE,Utilities,Utilities - Diversified,3334000000,1345000000,-400000000,-1792000000
